,WeeklyEarnings,joinProvince,sid,id,When,Year,Month
124,1031.81,AB,5678,295B1713-6642-4144-945F-389614E14422,2011-05-01T00:00:00,2011,05
125,1024.12,AB,5679,7AF4E650-D766-4D2F-910C-A18048B44947,2011-06-01T00:00:00,2011,06
126,1016.42,AB,5680,5B00A40F-6F7C-4374-87B1-A14D37AD3D81,2011-07-01T00:00:00,2011,07
127,1040.53,AB,5681,4E36F785-E3A8-43A5-8F00-8AEE855B53E9,2011-08-01T00:00:00,2011,08
128,1026.41,AB,5682,E17E2A1D-A36F-471D-9CBE-F85C27E95567,2011-09-01T00:00:00,2011,09
129,1051.14,AB,5683,73E7A4C4-5F04-4707-82AB-5E0CDB6CD098,2011-10-01T00:00:00,2011,10
130,1049.67,AB,5684,EC514246-17FB-4C00-BEA9-A51E3B3E72AC,2011-11-01T00:00:00,2011,11
131,1036.98,AB,5685,8BE52CE5-675B-4941-AB8B-F0C76066872A,2011-12-01T00:00:00,2011,12
132,1052.79,AB,5686,F0664DB9-43B9-40F4-AEC1-2067BA535408,2012-01-01T00:00:00,2012,01
133,1067.39,AB,5687,5330108A-D6EC-4592-ACD5-37C33AC31108,2012-02-01T00:00:00,2012,02
134,1058.46,AB,5688,7CF4A7D8-FF62-4AF1-ABE3-CC8256DD0E91,2012-03-01T00:00:00,2012,03
135,1060.70,AB,5689,26FC3C58-58E5-4878-8415-8EAA362B2675,2012-04-01T00:00:00,2012,04
136,1040.93,AB,5690,935C3BF3-D160-4014-AC08-E0ADFC440539,2012-05-01T00:00:00,2012,05
137,1063.52,AB,5691,FA8781DD-3857-479F-B167-E9B189BDE337,2012-06-01T00:00:00,2012,06
138,1074.05,AB,5692,988892D9-FC24-4F91-A2F9-F03BC2210C20,2012-07-01T00:00:00,2012,07
139,1080.71,AB,5693,B3271B82-FE8D-4C1B-9991-CFA3D1571B4C,2012-08-01T00:00:00,2012,08
140,1081.71,AB,5694,533B5792-2260-4620-BF6A-F5BED9A27524,2012-09-01T00:00:00,2012,09
141,1096.41,AB,5695,569E79EE-639D-47F3-AD9C-BDFA801F3E07,2012-10-01T00:00:00,2012,10
142,1080.35,AB,5696,6D9686F2-5DA8-456E-BA2B-7CA682010419,2012-11-01T00:00:00,2012,11
143,1088.62,AB,5697,F97C3E95-AC6A-4539-A483-28E040565E24,2012-12-01T00:00:00,2012,12
144,1069.35,AB,5698,9D12219E-9D5F-4748-8D27-611696A876B6,2013-01-01T00:00:00,2013,01
145,1113.51,AB,5699,79BDCDF0-F30D-4590-9EE0-2039C59725E9,2013-02-01T00:00:00,2013,02
146,1105.64,AB,5700,9D357A47-1446-4480-A689-C44D5C9584D8,2013-03-01T00:00:00,2013,03
147,1103.68,AB,5701,94C0CC73-F7B5-4897-B541-7FF4AB1BF994,2013-04-01T00:00:00,2013,04
148,1098.46,AB,5702,B58B635B-E2EE-45A8-9F4F-6568E68B9C8C,2013-05-01T00:00:00,2013,05
149,1097.71,AB,5703,378CFFC8-4EC2-4366-B8FB-5CC173888992,2013-06-01T00:00:00,2013,06
150,1099.53,AB,5704,5DD47F1F-78B5-448A-9BEC-19127963538A,2013-07-01T00:00:00,2013,07
151,1093.14,AB,5705,CA3B5289-591D-42C7-B6EF-3287C29A36AA,2013-08-01T00:00:00,2013,08
152,1114.87,AB,5706,8EDD7604-8740-4052-9DE5-2EE7C6B6D564,2013-09-01T00:00:00,2013,09
153,1118.79,AB,5707,2B3F433E-87A4-46C4-B2C7-A813C7DD78CD,2013-10-01T00:00:00,2013,10
154,1137.21,AB,5708,44FBD655-4B28-4250-9423-4C262834650A,2013-11-01T00:00:00,2013,11
155,1143.70,AB,5709,491A22A7-3DBF-4CE9-B45E-F19FF09302B3,2013-12-01T00:00:00,2013,12
156,1115.88,AB,5710,E4D70593-64BB-4FAE-8110-28E48B4B8397,2014-01-01T00:00:00,2014,01
157,1147.69,AB,5711,8FE8E2A2-4381-4908-A386-4DEF1B4AD59B,2014-02-01T00:00:00,2014,02
158,1155.43,AB,5712,B2999934-6E32-4839-9B37-ABED77B2C716,2014-03-01T00:00:00,2014,03
159,1147.73,AB,5713,60B9A0AD-EC32-4838-82BC-D57C2BDD4ABC,2014-04-01T00:00:00,2014,04
160,1134.33,AB,5714,0AE29FF3-CDD5-4F6E-91FA-89E5F0129CA8,2014-05-01T00:00:00,2014,05
161,1151.22,AB,5715,BA6F0115-912C-4CF5-9C56-A4457AC14AF4,2014-06-01T00:00:00,2014,06
162,1138.21,AB,5716,3BF02973-49DB-4DC5-AFA2-1A0A04C9DD48,2014-07-01T00:00:00,2014,07
163,1155.68,AB,5717,02FFB60F-7DF1-46E5-AFD4-78EB2CD0E167,2014-08-01T00:00:00,2014,08
164,1159.89,AB,5718,BC94046F-7D6D-4C17-9F37-2930D05A282B,2014-09-01T00:00:00,2014,09
165,1163.69,AB,5719,03C8E1BF-4097-44F8-BBE7-EED2E44E3913,2014-10-01T00:00:00,2014,10
166,1160.77,AB,5720,8456038A-24AE-4EAC-ACEB-FEE4836B9BD1,2014-11-01T00:00:00,2014,11
167,1159.60,AB,5721,929B44CE-29DA-42D8-B7C3-C87C70D4C383,2014-12-01T00:00:00,2014,12
168,1158.79,AB,5722,F8CF4AB6-378A-4075-8BE7-6195EE417848,2015-01-01T00:00:00,2015,01
169,1176.32,AB,5723,F7A31164-A7FE-467F-A9F7-8A06954FB391,2015-02-01T00:00:00,2015,02
170,1173.23,AB,5724,58A68982-BF09-4DA2-9C86-094D9F52BB8F,2015-03-01T00:00:00,2015,03
171,1150.61,AB,5725,21789CE9-CD5C-4B1F-BAFF-B3D7C45E6F25,2015-04-01T00:00:00,2015,04
0,660.48,BC,5554,8D0D0120-53D5-4A3D-B68F-D5BAFA1B9F24,2001-01-01T00:00:00,2001,01
1,659.33,BC,5555,B8156EED-2420-4B71-A56C-57DED1FA7CEC,2001-02-01T00:00:00,2001,02
2,654.07,BC,5556,A8D7795E-40FA-4923-AB52-CA8536DAAD7A,2001-03-01T00:00:00,2001,03
3,657.15,BC,5557,8373DAD3-2886-4DAD-AFE8-84DB8C0F414E,2001-04-01T00:00:00,2001,04
4,653.23,BC,5558,05DB3E97-35EC-4F75-891B-3F6C696CDEE0,2001-05-01T00:00:00,2001,05
5,661.49,BC,5559,9F6DC880-A4F1-4149-A43F-23E9E9BF2270,2001-06-01T00:00:00,2001,06
6,655.63,BC,5560,0F6988BE-1D70-4546-A854-15C677B99316,2001-07-01T00:00:00,2001,07
7,653.55,BC,5561,6BE8C5BD-E455-4573-A299-F41CC57DB7DB,2001-08-01T00:00:00,2001,08
8,659.15,BC,5562,9C61FF04-EA5F-4548-9E21-BA4F29B1E325,2001-09-01T00:00:00,2001,09
9,664.43,BC,5563,2538F70D-9A3D-45F0-A6BE-4A3744AF6372,2001-10-01T00:00:00,2001,10
10,655.07,BC,5564,E29C2CFE-AD1B-4F77-A0B9-86970CB6FA88,2001-11-01T00:00:00,2001,11
11,658.72,BC,5565,C056C58D-CAAE-409E-A994-D20291F4F053,2001-12-01T00:00:00,2001,12
12,655.56,BC,5566,5ADDCDBD-6B8D-483F-A6F3-B4D9E939BC9A,2002-01-01T00:00:00,2002,01
13,665.24,BC,5567,DB96E5DC-002A-4F7A-97F2-7066CCC3E645,2002-02-01T00:00:00,2002,02
14,676.82,BC,5568,B905BAA7-40B0-4BE3-9F8C-7F0F079053E1,2002-03-01T00:00:00,2002,03
15,679.44,BC,5569,C4EA174C-07F7-456C-8EBF-F1B35A88FED7,2002-04-01T00:00:00,2002,04
16,666.55,BC,5570,8BEC0293-0E3F-47A0-A977-EDECC9753D76,2002-05-01T00:00:00,2002,05
17,667.02,BC,5571,DAA5936E-C5E0-4D99-A5EF-C160D08C8B36,2002-06-01T00:00:00,2002,06
18,671.04,BC,5572,91B8E5AD-A97E-4DA4-A877-5726D1D9D4C8,2002-07-01T00:00:00,2002,07
19,661.43,BC,5573,45DF1C45-3292-40B5-B92F-61320156A774,2002-08-01T00:00:00,2002,08
20,676.77,BC,5574,BB5173E0-B17E-4222-BC6B-D96E73775778,2002-09-01T00:00:00,2002,09
21,666.65,BC,5575,7493CEBA-0C87-4701-A24B-09B5126317E0,2002-10-01T00:00:00,2002,10
22,682.70,BC,5576,A56D66E0-061C-4310-89F8-65B4C5AA59E5,2002-11-01T00:00:00,2002,11
23,687.48,BC,5577,1F70B3FE-BD5F-4367-8FF2-AD08D4FF0EBD,2002-12-01T00:00:00,2002,12
24,680.11,BC,5578,504ADB8F-F66F-4CE5-9087-58822450AA6F,2003-01-01T00:00:00,2003,01
25,690.65,BC,5579,1DC723E6-5DD8-4320-9214-BEA738BBDABE,2003-02-01T00:00:00,2003,02
26,679.43,BC,5580,552A4EDD-F3F2-405F-989F-DFE7F2A8449F,2003-03-01T00:00:00,2003,03
27,685.81,BC,5581,D13C3EEB-7B37-4221-9DCB-068C5CB987B2,2003-04-01T00:00:00,2003,04
28,675.68,BC,5582,D2EEFC2A-CA63-451C-981D-A2986EAF1CFD,2003-05-01T00:00:00,2003,05
29,690.12,BC,5583,E2B19D27-C5F3-4AD1-9646-ABAF887FA6DC,2003-06-01T00:00:00,2003,06
30,672.89,BC,5584,26E62F97-42B8-43B7-8645-2A7A9EE68D4C,2003-07-01T00:00:00,2003,07
31,687.68,BC,5585,F8957732-B5CB-45D1-8CE4-D4F315CA30F0,2003-08-01T00:00:00,2003,08
32,694.58,BC,5586,69A264CA-263A-4F4F-B81D-7CD2E103FAD3,2003-09-01T00:00:00,2003,09
33,687.63,BC,5587,67971CB3-E1CC-44F6-9A3A-D632D7407685,2003-10-01T00:00:00,2003,10
34,698.13,BC,5588,CAA6FD86-1647-4932-AFAD-D2E064C01D0A,2003-11-01T00:00:00,2003,11
35,687.28,BC,5589,5900E84C-32A3-4D3C-AF30-73B301DAFFB7,2003-12-01T00:00:00,2003,12
36,692.67,BC,5590,0ECC4723-579C-4A42-BBCF-00D176A74A37,2004-01-01T00:00:00,2004,01
37,700.11,BC,5591,119514FC-09E4-4E3C-B678-96F395075B11,2004-02-01T00:00:00,2004,02
38,697.32,BC,5592,31091D72-D642-4205-9D0A-7F7D97A6A3FE,2004-03-01T00:00:00,2004,03
39,689.84,BC,5593,746BB6AF-E5C1-4322-AD69-5EFA8333E6C0,2004-04-01T00:00:00,2004,04
40,693.88,BC,5594,DFDFDA74-2E50-4C02-9C95-4B9C6AE7F3DD,2004-05-01T00:00:00,2004,05
41,689.72,BC,5595,236583AE-5A67-4FF6-84B8-D6ADD44A1782,2004-06-01T00:00:00,2004,06
42,692.59,BC,5596,4FCFE844-57D7-412B-B2B8-27B35D601D62,2004-07-01T00:00:00,2004,07
43,699.22,BC,5597,899EF3DE-AF8A-4C83-922E-EB3C0C881C4C,2004-08-01T00:00:00,2004,08
44,691.92,BC,5598,05C176C8-9EB7-449A-B9F0-C4C2BA542FB3,2004-09-01T00:00:00,2004,09
45,706.07,BC,5599,DF676A46-A6E3-4C9E-8DCC-D41CBFEAECCA,2004-10-01T00:00:00,2004,10
46,709.57,BC,5600,AD24454F-8F8A-4633-B6AA-55A76051144A,2004-11-01T00:00:00,2004,11
47,705.55,BC,5601,91381916-9DFC-437A-A656-808B3BE8FB3E,2004-12-01T00:00:00,2004,12
48,715.99,BC,5602,E4D94798-2653-4481-A8F9-602F8663799D,2005-01-01T00:00:00,2005,01
49,726.15,BC,5603,E4BBDA62-1993-4A60-958E-0279D898C9CB,2005-02-01T00:00:00,2005,02
50,701.01,BC,5604,DBB7FC76-6F71-409D-A2A7-95864E9D013C,2005-03-01T00:00:00,2005,03
51,723.27,BC,5605,99B7B90A-C5BA-4852-B616-B1374251242E,2005-04-01T00:00:00,2005,04
52,724.58,BC,5606,D1DB23DE-8727-4E73-8A3C-40D1DF0C6CEC,2005-05-01T00:00:00,2005,05
53,717.59,BC,5607,6E02651B-09B0-48D9-9264-716DA493FC24,2005-06-01T00:00:00,2005,06
54,717.79,BC,5608,265649DE-E7B1-47EB-B966-06C6662659C4,2005-07-01T00:00:00,2005,07
55,721.83,BC,5609,909D285D-C33F-48EB-9F4A-3FBFD65BDFD3,2005-08-01T00:00:00,2005,08
56,732.94,BC,5610,49ECAC21-F25A-4755-81EA-EB3E01A1D206,2005-09-01T00:00:00,2005,09
57,727.07,BC,5611,11D7186E-E369-44A8-8D20-5469BD54D28E,2005-10-01T00:00:00,2005,10
58,734.55,BC,5612,25E7B8D5-1DCB-41EA-8E4F-D0866784301C,2005-11-01T00:00:00,2005,11
59,731.04,BC,5613,74389658-58C1-4225-AC3E-AB5794CA7F4D,2005-12-01T00:00:00,2005,12
60,737.46,BC,5614,E2770A54-5AB8-47A4-95A3-F0A447998600,2006-01-01T00:00:00,2006,01
61,745.92,BC,5615,D1F8F5B0-130C-46E1-B346-C16C5D2C6088,2006-02-01T00:00:00,2006,02
62,733.18,BC,5616,7A824CBF-5CEC-438D-8F73-C8E219347A62,2006-03-01T00:00:00,2006,03
63,744.35,BC,5617,A0B9FA2C-053A-405E-A04D-3228314FC1E3,2006-04-01T00:00:00,2006,04
64,748.70,BC,5618,4EA61C5A-0190-41C5-B761-53887DADF79F,2006-05-01T00:00:00,2006,05
65,742.35,BC,5619,8CA3CDFB-1A8C-425E-B454-64AA255588BA,2006-06-01T00:00:00,2006,06
66,739.37,BC,5620,D710E72B-4A40-4FFD-AE79-7845B8636127,2006-07-01T00:00:00,2006,07
